No.	line_No	x	y
0	0	100.0	100.0
1	0	61.23529411764706	58.88235294117647
2	0	39.68181818181818	31.59090909090909
3	0	14.035714285714286	76.07142857142857
0	1	100.0	100.0
1	1	158.0	121.6470588235294
2	1	186.10714285714286	137.0
3	1	189.0	102.96153846153847
4	1	176.45454545454547	49.72727272727273
0	2	100.0	100.0
1	2	80.77272727272727	122.86363636363636
2	2	68.08333333333333	155.25
3	2	36.19230769230769	181.3846153846154
4	2	21.694444444444443	140.19444444444446
0	3	100.0	100.0
1	3	98.68181818181819	69.13636363636364
2	3	127.78260869565217	47.08695652173913
3	3	144.5909090909091	8.590909090909092
4	3	99.6	13.066666666666666
0	4	100.0	100.0
1	4	129.76470588235293	95.23529411764706
2	4	86.04166666666667	188.58333333333334
3	4	153.93333333333334	174.8

N PL number /48/
C PL capacity /5750.0/
v PL Velocity /0.5/
