No.	line_No	x	y
0	0	70.0	70.0
1	0	119.6	101.0
2	0	130.11111111111111	125.66666666666667
3	0	99.25	128.375
0	1	70.0	70.0
1	1	120.77777777777777	75.72222222222223
2	1	110.8	42.666666666666664
3	1	115.0	14.529411764705882
0	2	70.0	70.0
1	2	70.64	82.12
2	2	53.26923076923077	120.57692307692308
3	2	16.571428571428573	117.42857142857143
0	3	70.0	70.0
1	3	26.1	72.75
2	3	26.714285714285715	28.095238095238095
3	3	74.58823529411765	26.0

N PL number /48/
C PL capacity /5750.0/
v PL Velocity /0.5/
