No.	line_No	x	y
0	0	70.0	70.0
1	0	94.0	43.214285714285715
2	0	99.0909090909091	10.636363636363637
3	0	122.0625	26.5
0	1	70.0	70.0
1	1	131.63636363636363	71.72727272727273
2	1	110.2	88.06666666666666
3	1	119.42105263157895	124.3157894736842
0	2	70.0	70.0
1	2	70.04347826086956	85.56521739130434
2	2	59.19047619047619	120.19047619047619
3	2	23.434782608695652	114.8695652173913
0	3	70.0	70.0
1	3	54.6	32.333333333333336
2	3	24.5	12.9
3	3	22.727272727272727	62.31818181818182

N PL number /24/
C PL capacity /1150.0/
v PL Velocity /0.5/
