No.	line_No	x	y
0	0	35.0	35.0
1	0	58.166666666666664	40.166666666666664
2	0	56.42857142857143	54.142857142857146
3	0	55.2	69.6
0	1	35.0	35.0
1	1	50.666666666666664	31.333333333333332
2	1	47.333333333333336	12.333333333333334
3	1	62.0	16.0
0	2	35.0	35.0
1	2	41.666666666666664	43.666666666666664
2	2	31.22222222222222	60.333333333333336
3	2	11.0	64.33333333333333
0	3	35.0	35.0
1	3	28.125	24.375
2	3	16.0	15.666666666666666
3	3	13.461538461538462	40.23076923076923

N PL number /48/
C PL capacity /5750.0/
v PL Velocity /0.5/
