No.	line_No	x	y
0	0	100.0	100.0
1	0	183.82857142857142	119.71428571428571
2	0	182.44827586206895	154.6206896551724
3	0	148.8235294117647	175.76470588235293
4	0	119.77777777777777	191.22222222222223
0	1	100.0	100.0
1	1	100.81818181818181	68.54545454545455
2	1	116.41379310344827	18.344827586206897
3	1	146.68421052631578	12.68421052631579
0	2	100.0	100.0
1	2	131.25	103.03571428571429
2	2	190.95454545454547	86.77272727272727
3	2	177.0	52.63636363636363
4	2	193.75	26.5
0	3	100.0	100.0
1	3	93.22727272727273	121.18181818181819
2	3	98.24	159.52
3	3	83.54545454545455	192.36363636363637
4	3	24.375	159.8125
0	4	100.0	100.0
1	4	42.7	106.2
2	4	11.75	78.6
3	4	53.8974358974359	49.35897435897436

N PL number /24/
C PL capacity /1150.0/
v PL Velocity /0.5/
